temp,hum,mq,label
26.770961990414687,67.33518642526082,735.5043262148988,2
19.693599811427013,18.82317496843801,763.2098690183209,2
22.77615027538899,42.91680226421717,555.4127664677086,1
37.256515932883566,45.91687404288101,469.5628978635037,1
21.140437291417264,62.442045957092006,131.5716015298767,0
41.65894674026843,29.63986029778586,457.3417088739137,2
38.36068749526994,63.278655409576544,114.4532426438504,1
10.541975466955957,82.91509483623955,621.5800080269314,2
28.24433529285788,30.60599573162979,239.0834125573987,0
39.26332450492214,83.31180087719227,103.37700235634296,1
18.379283212679404,64.33905535588272,170.317457905154,0
20.633853578645255,25.918696949068032,513.5289547234813,1
18.707877855641158,22.18225768292146,193.49884864113147,0
19.136191052645312,17.60553119624582,312.61641072973754,0
10.47572861472901,60.845811842522096,148.28943457168126,0
10.628597849520046,48.84063224521362,213.0222539509448,0
25.408722345716566,50.28650268446364,597.3964648475668,1
39.34124883394293,50.124402952166434,467.559429994254,1
16.94620846039487,45.81076719783036,726.3060418462045,2
33.209249519572566,35.05622774914233,233.2567370479524,0
24.806171313053436,66.11152927463819,742.5265270216115,2
10.99239198726806,40.967635495839794,333.2206043495664,0
15.873873842799702,19.71254177329561,142.56803670729983,0
12.924015786991362,44.78894023593127,352.39582720961573,1
26.29771753845206,69.6123849696945,494.0730990233762,1
35.160262988235054,46.07558553111036,503.0760620424323,1
18.14505806040961,46.58100664921023,534.0727378716216,1
36.25017200113744,42.53596130693439,217.98413397843265,1
19.92862514247546,50.10491979447622,296.5117773985181,0
27.434067033461428,73.80788436484318,142.32846358917746,0
18.667244290418623,59.79015805065642,707.1568222261973,2
19.351509554032376,62.57111095264305,358.4820979173839,1
16.612205152485373,72.82837786060122,564.6591511064435,1
23.655866265722945,41.73569323545686,496.9584885456796,1
27.454273756206355,71.7919886371732,334.8143076376115,0
42.74909094944063,72.50241422019427,727.3905145756574,2
25.49781153825726,69.59950978274418,541.1312498628383,1
32.37108833552486,25.942696870583717,304.11047795872634,0
12.147763611993119,87.11961526825934,258.8493175845955,0
17.709525659696585,51.371709058290435,504.47464152062247,1
38.02346074477262,45.320699093938444,229.60828386051665,1
21.195863674927413,52.86360500641365,249.20022516298155,0
42.67381331544559,46.59914585181768,466.71072536054464,2
27.82669953759077,52.75016329824565,334.20558559551074,0
21.382253862016398,86.52141898896822,305.0021999404321,0
37.01178044969788,57.86647492320846,704.9447380405536,2
26.875589982790185,50.35703190804543,476.6188976690068,1
34.99598657080031,72.76426923320284,642.1085712821389,2
31.86916931678997,76.39260971161701,359.107803067295,1
39.79769539963071,11.275648743406528,267.0780460735182,1
33.85363433258364,22.809232270050657,351.1259300906587,1
17.747694179410015,57.38290413742078,694.8668743515327,2
27.716073205115013,66.26864441574929,359.4814124038603,1
13.819498516468771,51.89047175202254,376.44658896171507,1
16.94643069828371,75.18273836937813,722.6315212892796,2
35.59285332436018,87.29300406250519,107.35850978204657,1
36.90015401138109,47.34909555791975,165.99750306195546,1
37.02915956683941,35.714747831195155,733.929562306052,2
22.001214832247705,76.18811427660029,626.5639289392512,2
33.8690739682433,16.41189726361402,649.4586975734156,2
23.436212751133965,65.93812260381567,109.84504808965794,0
44.262516692510005,69.85317957531936,313.0293960743928,2
17.768559009202683,68.32721702978078,539.9065221606136,1
39.25259445928987,26.51772507409861,142.1330497030099,1
27.350437521206423,45.88350582351616,204.35981630975937,0
39.34004156233078,43.09658870232418,480.21425808745846,1
31.003705015263805,34.458681970091185,171.08490796245303,0
37.404333375058386,20.63931277668596,727.7488158918687,2
44.007046271334,75.79653541465528,431.7347288023244,2
31.188329833613352,21.93890945763206,419.6733683434079,1
14.666923433412126,72.15601075405763,502.5433992919081,1
22.9160148758919,77.6378291482561,538.0412061513221,1
16.434369999867133,14.07416241132971,679.4502634772922,2
38.60438568823972,88.71751896677482,771.8926898974087,2
21.978710305034674,21.510892863374664,447.1808777576827,1
19.112772005633964,38.23288365919383,150.3195188794275,0
42.76718996461212,29.093655542602903,612.3130178919005,2
30.198992366192908,10.387406145013216,702.7529386622854,2
23.08531968653265,36.688390191302844,173.95718797735861,0
14.323939809624225,32.34356370350244,614.228710291693,2
38.797790136369315,25.8861278293828,643.8688295506025,2
22.010881274962763,18.393778987110487,563.6735026801332,1
34.508670819845705,55.286185993179345,434.2069610557782,1
35.256329380340375,28.999225381579592,534.8298771945722,1
21.09503458106921,54.697936434023305,709.4238915952607,2
19.60681971710244,55.16182972331048,534.5796362652043,1
17.598510239022737,83.70956798236692,248.84831552046998,0
38.556846130949225,55.383462977007014,765.8805262299379,2
22.56849532191015,56.52973669898954,761.2689991668112,2
31.980636519966822,88.59698552152375,237.00807400073995,0
27.546675584675686,15.514785911503992,265.69464213563367,0
31.98156387367728,44.37586407302672,554.3630224467024,1
22.841099272700518,88.86648108358878,175.4019676415603,0
44.67256493016248,49.46792706340701,389.3137946674155,2
13.81414117027435,22.48538377580718,279.63373661873266,0
33.93660140479299,71.67539514136492,196.1182208690451,0
31.831066177580965,85.43927435728978,141.80354472829842,0
28.187944055166106,82.24716834902767,668.5750367389002,2
18.075195105066555,19.527032960322543,451.26331452909966,1
39.72695776281735,28.773494464472318,245.63489360707914,1
18.97952918033256,26.59329015968968,690.4848935664669,2
36.82327797609234,15.083487753206706,479.17432394493625,1
23.93643548009784,55.29047663886381,188.69888969623884,0
14.905174702220997,78.466952301967,252.482590213718,0
12.53877155304008,69.27577696796469,213.0038175317042,0
15.5412381721524,27.62657714913673,158.53390843774747,0
29.86466686999744,83.77057342373956,510.872779751143,1
40.81974453134695,62.2341336927731,433.49015347445925,2
36.784101808593576,10.478591623274527,430.60001964430376,1
40.82646674342786,54.14653981692073,701.1459616908382,2
31.45693472252436,34.29471757862919,650.5720928257248,2
36.76940208571382,14.585311598099375,465.1355819445709,1
22.274645826809905,38.623695913207285,133.4646017379186,0
33.348740321261616,77.54669019986841,699.1870490941907,2
27.82654738518573,83.52410041573083,517.2490307073841,1
40.49117350833209,82.20150570775732,356.9537029466952,2
33.02338040432892,83.23863503525553,103.72795413528665,0
37.454573260754174,68.93342010388872,368.7629322932796,1
22.440861607939272,28.221021410418253,129.15017359852445,0
10.084257563093566,10.074253870177357,254.21652202615235,0
30.442482815990232,60.7980371052825,199.63534208308624,0
29.023522538778227,47.20430927657947,477.7319477231903,1
37.66708627390059,85.12274951359032,445.2959723300138,1
25.849404967963224,44.004091864540555,632.4737004524251,2
37.284923267365045,59.46429137697662,171.87370595315105,1
39.97395167495694,69.43076132886773,108.79530302910351,1
23.84667608465852,39.50522674047953,287.50178780295323,0
43.8976591376932,49.558895667544974,354.9405914633443,2
30.474470575853115,30.422419730306327,756.2350892207803,2
21.340200314061548,87.23839977593207,214.6449165401636,0
22.9980040017576,57.30817483837168,192.92929258372004,0
43.00398622213949,44.91414546359701,509.94536620533324,2
16.55426883421053,53.13174120681906,378.8894757069364,1
25.920282875571665,41.843989947359866,561.2916406895849,1
38.15344204964987,85.21270529479638,315.7558176324888,1
15.097311766953002,28.88118007962822,600.7006041869945,2
39.57297201353629,27.960426642778984,723.3836074015836,2
29.681990815940605,36.835592420553986,337.1775602989644,0
11.897950806117576,14.310278468250655,707.5680181051318,2
23.70077808447735,24.770953667391346,197.06750410057361,0
29.041480115473437,44.432689712880645,647.2171654923608,2
25.766628307016738,27.505759242386638,442.43181875802736,1
20.045375136421836,67.45424176634505,133.99603869056773,0
42.7539512065111,10.80307473642371,261.73598896779083,2
37.40911508146965,13.484241826515122,196.34532043156418,1
25.075673186325265,31.92220914287492,437.98091533257275,1
34.802719383776264,68.3513737677725,600.5599600227724,2
36.18788433112021,74.44482005558731,130.98245370219072,1
44.32686882303535,77.94952245411429,435.7477300801951,2
44.138490192071124,68.07355968065511,785.9856160031352,2
42.427267887015866,25.870428327282553,786.3836105181704,2
15.651912317856725,74.56051624471026,246.10581949966323,0
28.950847697670334,64.19879393577473,242.62723588761799,0
35.16914818971334,36.14415267441245,220.9396513254788,1
41.73903828020727,57.58050902839873,602.4440461922921,2
32.79623540267869,23.158533957631178,433.71938346860384,1
33.30228491416,22.92600028497904,762.0444641014348,2
25.489164433253286,33.45249886056565,335.5198357244933,0
13.531112991734044,60.42010551030561,142.09106051327663,0
22.103449009044432,69.90581531095121,371.7357892139615,1
29.105094252580166,27.20803982019393,334.6649235271408,0
26.351887691132546,85.32073870613632,537.0861824078797,1
10.75471965637763,37.813307495111374,532.149435192976,1
32.48547122992999,26.58682005898612,164.36426190664292,0
28.437635087682914,65.73358505006941,741.0708160273414,2
21.198999521797,57.82704165075968,674.6517365936817,2
20.12310469152314,41.02702287671658,419.36743991156425,1
22.810004306420822,48.98586572084096,722.4518992429837,2
22.56947822765831,49.769837868353086,537.8659719071751,1
35.27275852488445,15.010561294791396,721.8731991572226,2
28.877851145745417,44.09793764308133,722.8710026646008,2
16.507930455537274,88.81443389293307,186.79916093310965,0
26.01646037786327,88.30477851519454,573.020262224263,1
42.55758555998683,71.38914960776093,503.68696348253803,2
42.35842689995025,28.228131230242184,579.0095074044168,2
15.483451677262769,34.15440123357324,174.64121082039185,0
32.8961395771078,25.749212446541385,155.9955377253889,0
30.25733079270561,39.51008399439956,214.94204591824314,0
14.503642463934824,59.5008575603848,704.3704807936398,2
13.558300819516129,68.17650234862613,217.12816927303362,0
11.746920982087778,56.14491420664674,343.46140493004935,0
43.90593146766255,87.6760989798794,563.9315048600456,2
41.054388919647536,24.33026410546948,526.6870963427821,2
18.763627852532622,85.25919317050696,563.1406179600142,1
23.539541869848556,34.531835037301626,298.74589223564607,0
